caso,FILTRO_A,FILTRO_B,FILTRO_C,FILTRO_C2,NSE,NSE2,P1,P2,P3,P4,P7_5_4,P8_6,P9,P10,P11,P13_1,P13_2,P13_3,P13_4,P14_1,P14_2,P14_3,P14_4,P18,NPS_Alkofarma,NPS_Jemfarma,NPS_Erza,NPS_Casa_Grande,NPS_Coderal,NPS_CKF,NPS_Boreal,NPS_Portugal,NPS_Sanakol,NPS_Purol,NPS_Don_Emilio,NPS_Hersil,NPS_Alessi,NPS_NR,P20,P21,P22,P24_1_1,P24_1_2,P24_1_3,P24_1_4,P24_2_1,P24_2_2,P24_2_3,P24_2_4,P24_3_1,P24_3_2,P24_3_3,P24_3_4,P24_4_1,P24_4_2,P24_4_3,P24_4_4,P24_5_1,P24_5_2,P24_5_3,P24_5_4,P24_5_5,P24_6_1,P24_6_2,P24_6_3,P24_6_4,P24_7_1,P24_7_2,P24_7_3,P24_7_4,P24_7_5,P24_7_6,P24_8_1,P24_8_2,P24_8_3,P24_8_4,P24_9_1,P24_9_2,P24_9_3,P24_9_4,P24_10_1,P24_10_2,P24_10_3,P24_10_4,P24_11_1,P24_11_2,P24_11_3,P24_11_4,P24_11_5,P24_11_6,P24_12_1,P24_12_2,P24_12_3,P24_12_4,P25,P27_1,P27_2,P27_3,P27_4,P27_5,P27_6,P27_7,P27_8,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P32_1_1,P32_2_1,P32_3_1,P32_3_2,P32_4_1,P32_5_1,P32_6_1,P32_6_2,P32_7_1,P32_7_2,P32_7_3,P32_8_1,P32_NR,P33_1,P33_2,P33_3,P33_4,P33_5,P33_6,P33_7,P33_8,P33_NR,P34_1,P34_2,P34_3,P34_4,P34_5,P34_6,P34_7,P34_8,P34_NR,p159v1,vpond,VPOND1,VPOND2,P5,P6,P7_1,P7_2,P7_3,P7_4,P7_5,P7_6,P8,P12,P15,P16,P17,P23,P26,P27,P28,P29,P30
234.0,No,Sí,26.0,25 a 35 años,NSE C1,C1,Masculino,Breña,Trabajador independiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de cadena,4. Satisfecho,Que la marca sea prestigiosa,Que el producto sea de calidad,Que el producto me genere confianza,Que tenga todas las certificaciones de calidad,Que esté en promoción/oferta,Que tenga un precio accesible,Que tenga un empaque práctico,Que sea fácil de encontrar en distintos establecimientos,Alkofarma,10: Definitivamente lo recomendaría,,,,,,3,5,,,,5,,,Portugal,Alkofarma,Boreal,Alkofarma,Portugal,,,Alkofarma,,,,Alkofarma,Portugal,,,Alkofarma,Portugal,,,No precisa,,,,,Alkofarma,Portugal,,,Portugal,,,,,,Alkofarma,Portugal,,,Alkofarma,Portugal,,,Alkofarma,Portugal,,,Alkofarma,Portugal,,,,,Portugal,,,,Sí,Alcohol puro 96°,Alcohol en gel,,,,,,,Alcohol puro 96°,Alcohol en gel,,,,,,,,,,Nex,,,Alkofarma,,,,,,,,,0.0,,0.0,,,,,,,1,,1,,,254,1.0,1.18347052,1.23076923,"Dispensador,Botella","Dispensador,Botella","Desinfección de manos,Desinfección de objetos y superficies",,"Desinfección de manos,Desinfectar monedas en la calle",,,,"Botica/Farmacia de mi barrio,Botica/Farmacia de cadena","Porque desinfecta (mata gérmenes y bacterias),Porque es de una marca reconocida",Alkofarma,"Alkofarma,Boreal,Portugal,Purol,Hersil","Alkofarma,Boreal,Portugal,Hersil","Porque no parece de calidad,Porque no siento que sea efectivo","Alcohol liquido,Alcohol en gel","Alcohol puro 96°,Alcohol en gel",Alcohol en gel,"Una vez al mes,Una vez cada 2 o 3 meses","2. Una vez a la semana,2. Una vez a la semana"
235.0,No,Sí,27.0,25 a 35 años,NSE D,D,Masculino,Lima,Trabajador dependiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que el producto sea de calidad,Que no dañe la piel,Que sea la que siempre compran en mi casa,Que el producto me genere confianza,Que tenga un empaque práctico,Que se venda en puntos de venta de confianza,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que tenga un precio accesible,Alkofarma,10: Definitivamente lo recomendaría,,,8,,,,,,1,,,,,Casa Grande,Alkofarma,Purol,Alkofarma,,,,Alkofarma,,,,Alkofarma,Boreal,,,Alkofarma,,,,Boreal,,,,,Alkofarma,,,,Portugal,,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,Boreal,Portugal,Otras marcas,,No,Alcohol puro 96°,Alcohol en gel,,,,,,,Alcohol puro 96°,Alcohol en gel,,,,,,,,,,Alkofarma,,,Doña María,,,,,,,,,0.0,,0.0,,,,,,,1,,1,,,255,1.0,0.77289029,0.93333333,"Spray,Con pulverizador",Spray,,"Desinfección de manos,Desinfección de objetos y superficies",,,"Desinfección de objetos y superficies,Desinfección del cuerpo / personas que entran a la casa",,Botica/Farmacia de mi barrio,"Porque no irrita la piel,Porque es puro,Porque no es pegajoso",Alkofarma,"Alkofarma,Casa Grande,Purol","Alkofarma,Casa Grande,Purol","Porque no me da confianza,Porque no parece de calidad,Porque no tenia buen aroma/su olor no es intenso",,"Alcohol puro 96°,Alcohol en gel",Alcohol puro 96°,"Una vez cada 2 o 3 meses,Nunca","Una vez al mes,Una vez cada 2 o 3 meses"
236.0,No,Sí,49.0,46 a 55 años,NSE B1,B1,Femenino,San Luis,Trabajador independiente,Sí,,,Vendedor independiente amigo/conocido,Vendedor independiente amigo/conocido,5. Muy satisfecho,Que tenga un precio accesible,Que el producto sea de calidad,Que no dañe la piel,Que tenga todas las certificaciones de calidad,Que esté en promoción/oferta,Que se venda en puntos de venta de confianza,Que tenga trayectoria,Que tenga un empaque práctico,Casa Grande,3,9,,10: Definitivamente lo recomendaría,,,,,,10: Definitivamente lo recomendaría,,,,,Purol,Casa Grande,Ninguno [NN,Alkofarma,,,,Portugal,,,,No precisa,,,,Ninguno,,,,No precisa,,,,,Otras marcas,,,,Ninguno,,,,,,No precisa,,,,Portugal,,,,Portugal,,,,Cualquiera,,,,,,Otras marcas,,,,Sí,Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,Alcohol en gel,,,,,Agua oxigenada,Alcohol en gel,,,,,,,Alkofarma,,,,,,Brisol,,,,,,,120.0,,,,354.0,,,,,1,,,,1,,,256,1.0,0.84784707,0.71428571,Botella,Spray,,"Desinfección de manos,Desinfección de objetos y superficies",Lo uso para llenar el spray o algún frasco,,,,Vendedor independiente amigo/conocido,"Porque tiene buen aroma / se siente el alcohol,Porque me da confianza,Porque demora en evaporarse",Casa Grande,"Alkofarma,Jemfarma,Casa Grande,Purol,Hersil","Alkofarma,Jemfarma,Casa Grande,Purol",,Alcohol,"Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,Alcohol en gel","Alcohol medicinal 70%,Alcohol en gel","Una vez cada 2 o 3 meses,Una vez cada 2 o 3 meses,Una vez al año,Una vez cada 6 meses","Una vez cada 2 o 3 meses,Una vez cada 2 o 3 meses,2. Una vez a la semana,Una vez al mes"
237.0,No,Sí,39.0,36 a 45 años,NSE C1,C1,Femenino,San Juan de Miraflores,Su casa,Sí,,,(no responde),(no responde),4. Satisfecho,Que no dañe la piel,Que tenga todas las certificaciones de calidad,Que el producto me genere confianza,Que sea fácil de encontrar en distintos establecimientos,Que tenga trayectoria,Que esté en promoción/oferta,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que la marca sea prestigiosa,Casa Grande,,,,10: Definitivamente lo recomendaría,,,,7,,,,,,8,AQD Medic,Casa Grande,Boreal,Otras marcas,,,,Portugal,,,,Otras marcas,,,,Otras marcas,,,,Portugal,,,,,Otras marcas,,,,Ninguno,,,,,,Otras marcas,,,,Otras marcas,,,,Portugal,,,,Portugal,,,,,,Portugal,,,,No,Bicarbonato de sodio,Alcohol puro 96°,,,,,,,Bicarbonato de sodio,Alcohol puro 96°,,,,,Alkofarma,,,,,Casa Grande,,,,,,,,100.0,,,,900.0,,,,,1,,,,1,,,,,257,1.0,1.28649606,1.12,"Spray,Botella,Con pulverizador",Spray,,Desinfección de manos,"Desinfección de objetos y superficies,Lo uso para llenar el spray o algún frasco",,"Desinfección de objetos y superficies,Desinfección de ropa",,"Botica/Farmacia de mi barrio,Bodega,Mercado",Porque es puro,"Casa Grande,AQD Medic","Erza,Casa Grande,Boreal,Portugal,Alkamedic,AQD Medic","Casa Grande,Portugal,AQD Medic","Porque no me da confianza,Porque no parece de calidad,Es desconocido",,"Bicarbonato de sodio,Alcohol puro 96°",Alcohol puro 96°,"Una vez al año,Una vez cada 6 meses","Una vez al mes,Una vez cada 15 días"
238.0,No,Sí,48.0,46 a 55 años,NSE C1,C1,Masculino,Carabayllo,Trabajador independiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,4. Satisfecho,Que el producto sea de calidad,Que tenga un precio accesible,Que no dañe la piel,Que se venda en puntos de venta de confianza,Que la marca sea prestigiosa,Que tenga un empaque práctico,Que esté en promoción/oferta,Que sea fácil de encontrar en distintos establecimientos,Mifarma,,,,7,,,,6,,,,,,10: Definitivamente lo recomendaría,Ninguno,Mifarma,Ninguno [NN,Cualquiera,,,,Ninguno,,,,Portugal,Otras marcas,,,Cualquiera,,,,Portugal,,,,,Portugal,Otras marcas,,,Portugal,,,,,,Otras marcas,,,,Portugal,,,,Portugal,,,,Portugal,,,,,,Otras marcas,,,,No,Alcohol puro 96°,Alcohol en gel,,,,,,,Agua oxigenada,Alcohol puro 96°,Alcohol en gel,Vinagre Bully (Aromático),,,,,Alkofarma,,,Mifarma,,,Aval,,,Mifarma,,,,0.0,,0.0,,0.0,0.0,,,,2,,3,,2,2,,258,1.0,1.09246215,1.03703704,"Dispensador,Botella","Spray,Con chupón","Desinfección de manos,Desinfección de objetos y superficies","Desinfección de manos,Desinfección de objetos y superficies","Desinfección de objetos y superficies,Lo uso para llenar el spray o algún frasco","Desinfección de manos,Desinfección de objetos y superficies",,,"Botica/Farmacia de cadena,Supermercado","Porque no irrita la piel,Porque es de calidad","Mifarma,Alkofarma,Portugal,Inkafarma","Alkofarma,Casa Grande,Portugal,Mifarma,Inkafarma","Casa Grande,Portugal,Mifarma",,,"Alcohol puro 96°,Alcohol en gel",Alcohol puro 96°,"Una vez al mes,Una vez al mes","Una vez cada 15 días,Una vez cada 15 días"
239.0,No,Sí,32.0,25 a 35 años,NSE C1,C1,Masculino,Breña,Trabajador independiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,5. Muy satisfecho,Que sea fácil de encontrar en distintos establecimientos,Que el producto sea de calidad,Que no dañe la piel,Que tenga trayectoria,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que esté en promoción/oferta,Que tenga un empaque práctico,Que sea la que siempre compran en mi casa,Alkofarma,10: Definitivamente lo recomendaría,,,,,,,,,9,,,,,Purol,Alkofarma,Boreal,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Sí,Alcohol medicinal 70%,Alcohol en gel,,,,,,,Alcohol medicinal 70°,Alcohol en gel,,,,,,,,,Alkofarma,,,,Rose Paris,,,,,,,,0.0,,,0.0,,,,,,1,,,1,,,259,1.0,1.18347052,1.23076923,"Dispensador,Botella","Dispensador,Botella","Desinfección de manos,Desinfección de objetos y superficies",,"Desinfección de manos,Desinfección de ropa",,,,"Botica/Farmacia de cadena,Supermercado",Porque la presentación es la adecuada,"Alkofarma,Boreal,Purol","Alkofarma,Boreal,Purol","Alkofarma,Purol",Porque no parece de calidad,Alcohol liquido,"Alcohol medicinal 70%,Alcohol en gel",Alcohol medicinal 70%,"Una vez al mes,Una vez al mes","2. Una vez a la semana,2. Una vez a la semana"
240.0,No,Sí,52.0,46 a 55 años,NSE B2,B2,Femenino,San Martín de Porres,Trabajador dependiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,5. Muy satisfecho,Que tenga todas las certificaciones de calidad,Que el producto me genere confianza,Que el producto sea de calidad,Que tenga un precio accesible,Que tenga un empaque práctico,Que la marca sea prestigiosa,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que sea fácil de encontrar en distintos establecimientos,Alkofarma,8,,5,,,,5,8,,,,6,,,Hersil,Ninguno,Ninguno [NN,Alkofarma,Erza,Portugal,,No precisa,,,,Alkofarma,Erza,Portugal,,Alkofarma,Portugal,,,Alkofarma,Boreal,Portugal,,,Alkofarma,Erza,Boreal,Portugal,Erza,Portugal,,,,,Alkofarma,Boreal,Portugal,,Alkofarma,Portugal,,,Alkofarma,Erza,Portugal,,Alkofarma,Erza,Boreal,Portugal,,,Alkofarma,Portugal,,,Sí,Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,Alcohol yodado,Alcohol en gel,,,,Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70°,Alcohol yodado,Alcohol en gel,,Alkofarma,,Alkofarma,,Alkofarma,,Alkofarma,,Boreal,,,,,100.0,,100.0,1000.0,,100.0,1000.0,,,2,,1,1,,1,1,,,260,1.0,0.89314552,0.93333333,"Dispensador,Spray,Botella,Con chupón,Con pulverizador",Spray,Desinfección de manos,Desinfección de manos,"Desinfección de manos,Curar heridas",Curar heridas,Desinfección del cuerpo / personas que entran a la casa,,"Botica/Farmacia de mi barrio,Botica/Farmacia de cadena","Porque tiene buen aroma / se siente el alcohol,Porque es de calidad",Alkofarma,"Alkofarma,Erza,Boreal,Portugal,Hersil","Alkofarma,Erza,Boreal,Portugal,Hersil",,Alcohol liquido,"Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,Alcohol yodado,Alcohol en gel","Alcohol medicinal 70%,Alcohol en gel","Una vez al mes,Una vez cada 2 o 3 meses,Una vez al mes,Una vez cada 6 meses,Con menor frecuencia","Una vez al mes,Con menor frecuencia,Una vez cada 15 días,Con menor frecuencia,Una vez al mes"
241.0,No,Sí,40.0,36 a 45 años,NSE D,D,Masculino,San Juan de Lurigancho,Trabajador independiente,Sí,,,Bodega,Bodega,4. Satisfecho,Que no dañe la piel,Que el producto me genere confianza,Que se venda en puntos de venta de confianza,Que tenga un precio accesible,Que tenga un empaque práctico,Que el producto sea de calidad,Que sea la que siempre compran en mi casa,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Alkofarma,10: Definitivamente lo recomendaría,,,,,,,,,,,,,7,Marfam,Alkofarma,Erza,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,No precisa,,,,Sí,Agua oxigenada,Alcohol medicinal 70%,,,,,,,Agua oxigenada,Alcohol medicinal 70°,,,,,,,Alkofarma,,Alkofarma,,,,,,,,,,,0.0,0.0,,,,,,,,1,1,,,,,,261,1.0,0.94332407,0.95454545,"Spray,Botella",Spray,,"Desinfección de manos,Desinfección de objetos y superficies","Lo uso para llenar el spray o algún frasco,Para llevarlo en la cartera o mochila",,,,"Botica/Farmacia de mi barrio,Bodega","Porque es de calidad,Porque puedo desinfectar objetos","Alkofarma,Mathfarm","Alkofarma,Boreal,Mathfarm","Alkofarma,Mathfarm",Es desconocido,"Alcohol,Agua oxigenada","Agua oxigenada,Alcohol medicinal 70%",Alcohol medicinal 70%,"Una vez cada 6 meses,Una vez cada 6 meses","Una vez cada 2 o 3 meses,2. Una vez a la semana"
242.0,No,Sí,33.0,25 a 35 años,NSE D,D,Masculino,Callao,Trabajador independiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,4. Satisfecho,Que la marca sea prestigiosa,Que tenga un precio accesible,Que esté en promoción/oferta,Que el producto me genere confianza,Que se venda en puntos de venta de confianza,Que tenga un empaque práctico,Que sea fácil de encontrar en distintos establecimientos,Que no dañe la piel,Alkofarma,10: Definitivamente lo recomendaría,,,,,,,,,,,,,,Boreal,Alkofarma,Ninguno [NN,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Sí,Alcohol medicinal 70%,,,,,,,,Alcohol medicinal 70°,,,,,,,,,,Alkofarma,,,,,,,,,,,,1000.0,,,,,,,,,1,,,,,,262,1.0,0.81029881,0.8,"Spray,Botella",Spray,,Desinfección de manos,Desinfección de manos,,,,Botica/Farmacia de cadena,"Porque desinfecta (mata gérmenes y bacterias),Porque no irrita la piel,Porque tiene buen aroma / se siente el alcohol",Alkofarma,"Alkofarma,Boreal,Portugal",Alkofarma,,Alcohol,Alcohol medicinal 70%,Alcohol medicinal 70%,Con menor frecuencia,Una vez cada 15 días
243.0,No,Sí,39.0,36 a 45 años,NSE D,D,Femenino,Carmen de la Legua,Su casa,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,4. Satisfecho,Que tenga un precio accesible,Que no dañe la piel,Que el producto me genere confianza,Que el producto sea de calidad,Que tenga un empaque práctico,Que esté en promoción/oferta,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que la marca sea prestigiosa,Calidfarma,,,,,,,9,,,,,,,10: Definitivamente lo recomendaría,Boreal,Calidfarma,Ninguno [NN,CKF,Boreal,,,Boreal,,,,Boreal,,,,Otras marcas,,,,Otras marcas,,,,,Boreal,,,,Otras marcas,,,,,,Otras marcas,,,,Boreal,Otras marcas,,,Otras marcas,Cualquiera,,,Boreal,Otras marcas,,,,,Boreal,,,,No,Alcohol medicinal 70%,Alcohol en gel,,,,,,,Alcohol medicinal 70°,Alcohol en gel,,,,,,,,,No precisa,,,,Boreal,,,,,,,,1000.0,,,0.0,,,,,,1,,,1,,,263,1.0,0.81029881,0.8,Botella,Spray,,Desinfección de manos,"Desinfección de objetos y superficies,Desinfección del cuerpo / personas que entran a la casa",,,,"Botica/Farmacia de mi barrio,Botica/Farmacia de cadena","Porque puedo desinfectar objetos,Porque puedo desinfectar superficies","Boreal,Casa Grande","Casa Grande,Boreal,Calidfarma","Boreal,Calidfarma",,,"Alcohol medicinal 70%,Alcohol en gel",Alcohol medicinal 70%,"Una vez al año,Una vez al mes,Una vez al mes","2. Una vez a la semana,2. Una vez a la semana"
244.0,No,Sí,51.0,46 a 55 años,NSE C1,C1,Femenino,Los Olivos,Su casa,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de cadena,4. Satisfecho,Que tenga un empaque práctico,Que el producto me genere confianza,Que no dañe la piel,Que el producto sea de calidad,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que tenga trayectoria,Que tenga un precio accesible,Que tenga todas las certificaciones de calidad,Alkofarma,10: Definitivamente lo recomendaría,,,8,,,,,,,,,,,Casa Grande,Alkofarma,Ninguno [NN,Otras marcas,,,,Alkofarma,Otras marcas,,,Otras marcas,,,,Alkofarma,Otras marcas,,,Ninguno,,,,,Alkofarma,Otras marcas,,,No precisa,,,,,,Alkofarma,Otras marcas,,,Alkofarma,Otras marcas,,,Alkofarma,Otras marcas,,,Alkofarma,Otras marcas,,,,,Alkofarma,Otras marcas,,,Sí,Alcohol puro 96°,,,,,,,,Alcohol puro 96°,,,,,,,,,,,Alkofarma,,,,,,,,,,,,250900.0,,,,,,,,,22,,,,,266,1.0,1.09246215,1.03703704,"Spray,Botella",Spray,,Desinfección de manos,Lo uso para llenar el spray o algún frasco,,,,"Botica/Farmacia de mi barrio,Botica/Farmacia de cadena","Porque es puro,Porque demora en evaporarse","Casa Grande,Alkofarma","Boreal,Casa Grande,Alkofarma","Alkofarma,Casa Grande",,Alcohol,Alcohol puro 96°,Alcohol puro 96°,Una vez cada 2 o 3 meses,2. Una vez a la semana
245.0,No,Sí,26.0,25 a 35 años,NSE D,D,Femenino,Villa el Salvador,Trabajador independiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,4. Satisfecho,Que tenga un precio accesible,Que el producto me genere confianza,Que se venda en puntos de venta de confianza,Que sea fácil de encontrar en distintos establecimientos,Que tenga un empaque práctico,Que sea la que siempre compran en mi casa,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que tenga trayectoria,Alkofarma,9,,,7,,,,,,,,,,,Boreal,Alkofarma,Ninguno [NN,Alkofarma,Boreal,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,Alkofarma,,,,Boreal,,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,Boreal,,,Sí,Alcohol puro 96°,Alcohol en gel,Vinagre Bully (Aromático),,,,,,Alcohol puro 96°,Vinagre Bully (Aromático),,,,,,,,,,Alkofarma,,,,,,Erza,,,,,,0.0,,,0.0,,,,,,1,,,1,,267,1.0,0.77236257,0.85,"Spray,Botella,Con pulverizador",Spray,,Desinfección de manos,"Desinfección de manos,Desinfección de objetos y superficies",,"Desinfección de manos,Desinfección de objetos y superficies,Desinfectar las compras",,"Botica/Farmacia de mi barrio,Botica/Farmacia de cadena,Vendedor independiente amigo/conocido","Porque es económico,Porque es puro,Porque la presentación es la adecuada","Alkofarma,Casa Grande","Alkofarma,Casa Grande,Boreal,Purol","Alkofarma,Casa Grande",,Alcohol,"Alcohol puro 96°,Alcohol en gel,Vinagre Bully (Aromático)","Alcohol puro 96°,Alcohol en gel,Vinagre Bully (Aromático)","Una vez al año,Nunca,Una vez cada 2 o 3 meses","Una vez al mes,Con menor frecuencia,Una vez al mes"
246.0,No,Sí,30.0,25 a 35 años,NSE D,D,Femenino,Lima,Trabajador independiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,4. Satisfecho,Que tenga un empaque práctico,Que sea fácil de encontrar en distintos establecimientos,Que no dañe la piel,Que el producto me genere confianza,Que tenga trayectoria,Que esté en promoción/oferta,Que tenga todas las certificaciones de calidad,Que sea la que me recomiende el vendedor/Boticario/farmacéut,No precisa,,,,,,,,,,,,8,,,,Ninguno,Ninguno [NN,Cualquiera,,,,Otras marcas,,,,Otras marcas,,,,Otras marcas,,,,No precisa,,,,,Otras marcas,,,,Otras marcas,,,,,,Otras marcas,,,,Otras marcas,,,,Otras marcas,,,,Otras marcas,,,,,,Otras marcas,,,,No,Alcohol en gel,,,,,,,,Alcohol en gel,,,,,,,,,,,,,,Instant Clean,,,,,,,,,,,1000.0,,,,,,,,,1,,,268,1.0,0.77289029,0.93333333,Dispensador,Dispensador,"Desinfección de manos,Desinfección de objetos y superficies",,,,,,"Botica/Farmacia de mi barrio,Botica/Farmacia de cadena","Porque no es pegajoso,Porque es de una marca reconocida",Ninguna,Hersil,Hersil,,,Alcohol en gel,Alcohol en gel,Una vez al año,2. Una vez a la semana
247.0,No,Sí,42.0,36 a 45 años,NSE A2,A2,Femenino,San Borja,Su casa,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,4. Satisfecho,Que no dañe la piel,Que tenga todas las certificaciones de calidad,Que el producto me genere confianza,Que se venda en puntos de venta de confianza,Que tenga trayectoria,Que tenga un precio accesible,Que esté en promoción/oferta,Que tenga un empaque práctico,Alkofarma,9,,,8,,,,,,,7,,,7,Don Emilio,Alkofarma,Ninguno [NN,Alkofarma,Boreal,Otras marcas,,Alkofarma,,,,Alkofarma,,,,Alkofarma,Boreal,Otras marcas,,Alkofarma,,,,,Alkofarma,Otras marcas,,,Alkofarma,,,,,,Alkofarma,Otras marcas,,,Alkofarma,Boreal,Portugal,Otras marcas,No precisa,,,,Alkofarma,Otras marcas,,,,,Alkofarma,,,,Sí,Alcohol puro 96°,Alcohol en gel,,,,,,,Alcohol puro 96°,Alcohol en gel,,,,,,,,,,No precisa,,,Aval,,,,,,,,,1000.0,,380.0,,,,,,,3,,3,,,269,1.0,0.71410697,0.86666667,"Dispensador,Spray,Botella","Dispensador,Spray","Desinfección de manos,Desinfección de objetos y superficies","Desinfección de manos,Desinfección de objetos y superficies",Desinfección de objetos y superficies,,,,"Botica/Farmacia de cadena,Supermercado","Porque desinfecta (mata gérmenes y bacterias),Porque la presentación es la adecuada,Porque es fácil de encontrar","Alkofarma,Casa Grande,Don Emilio,Hersil,Aval","Alkofarma,Casa Grande,Boreal,Portugal,Don Emilio,Hersil,Aval","Alkofarma,Casa Grande,Don Emilio,Aval",,Alcohol,"Alcohol puro 96°,Alcohol en gel","Alcohol puro 96°,Alcohol en gel","Una vez cada 2 o 3 meses,Una vez cada 2 o 3 meses","Una vez cada 15 días,Una vez cada 15 días"
248.0,No,Sí,32.0,25 a 35 años,NSE B1,B1,Femenino,Los Olivos,Trabajador dependiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,5. Muy satisfecho,Que tenga un empaque práctico,Que no dañe la piel,Que el producto me genere confianza,Que el producto sea de calidad,Que tenga un precio accesible,Que sea la que siempre compran en mi casa,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que esté en promoción/oferta,Experto,8,,,8,,,,,,,,,,10: Definitivamente lo recomendaría,Casa Grande,Experto,Ninguno [NN,Otras marcas,,,,Otras marcas,,,,Otras marcas,,,,Otras marcas,,,,Otras marcas,,,,,Otras marcas,,,,Otras marcas,,,,,,Otras marcas,,,,Otras marcas,,,,Otras marcas,,,,Otras marcas,,,,,,Otras marcas,,,,Sí,Alcohol puro 96°,,,,,,,,Alcohol puro 96°,,,,,,,,,,,Experto,,,,,,,,,,,,900.0,,,,,,,,,1,,,,,270,1.0,0.89314552,0.93333333,"Spray,Botella,Con pulverizador",Spray,,Desinfección de manos,"Desinfección de objetos y superficies,Curar heridas",,Desinfección de objetos y superficies,,"Botica/Farmacia de mi barrio,Botica/Farmacia de cadena,Supermercado","Porque desinfecta (mata gérmenes y bacterias),Porque demora en evaporarse",Experto,"Alkofarma,Casa Grande,Experto","Alkofarma,Casa Grande,Experto",,Alcohol,Alcohol puro 96°,Alcohol puro 96°,Una vez cada 6 meses,2. Una vez a la semana
249.0,No,Sí,23.0,18 a 24 años,NSE D,D,Masculino,Los Olivos,Trabajador independiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que no dañe la piel,Que el producto sea de calidad,Que tenga un empaque práctico,Que el producto me genere confianza,Que sea fácil de encontrar en distintos establecimientos,Que sea la que siempre compran en mi casa,Que esté en promoción/oferta,Que tenga trayectoria,No precisa,,,,,,,,,,,,,,,,Ninguno,Ninguno [NN,No precisa,,,,No precisa,,,,No precisa,,,,Ninguno,,,,No precisa,,,,,Cualquiera,,,,Cualquiera,,,,,,Cualquiera,,,,No precisa,,,,Cualquiera,,,,Cualquiera,,,,,,Cualquiera,,,,No,Bicarbonato de sodio,Alcohol puro 96°,Alcohol en gel,,,,,,Bicarbonato de sodio,Alcohol puro 96°,Alcohol en gel,,,,Aky,,,,,Casa Grande,,,Ocean Fresh,,,,,0.0,,,,900.0,,0.0,,,1,,,,1,,1,,,271,1.0,0.84059992,0.86363636,"Dispensador,Spray,Botella",Spray,"Desinfección de manos,Desinfección del cuerpo / personas que entran a la casa",Desinfección de manos,"Desinfección de manos,Desinfección de objetos y superficies",,,,Botica/Farmacia de mi barrio,Porque desinfecta (mata gérmenes y bacterias),Ninguna,Ninguno [NN,No precisa [NN,,,"Bicarbonato de sodio,Alcohol puro 96°,Alcohol en gel","Alcohol puro 96°,Alcohol en gel","Una vez cada 6 meses,Una vez al mes","Una vez cada 15 días,Una vez cada 15 días,2. Una vez a la semana"
